"osmID","name","highway","length","lanes"
62211374,"AEG-Straße",living_street,"85.9442080690817",1
62211375,"AEG-Straße",living_street,"95.07807350598753",1
62211376,"AEG-Straße",living_street,"139.8586396735168",1
220076574,"AS Wolfensteindamm",motorway,"232.98450001541966",2
4480590,"AVUS",motorway,"421.81073945650184",3
4480591,"AVUS",motorway,"29.650904227839003",3
4480592,"AVUS",motorway,"58.35427168967061",3
4480593,"AVUS",motorway,"30.01160476600069",3
4480599,"AVUS",motorway,"27.786946651871165",2
4546297,"AVUS",motorway,"28.676413386510013",3
4546298,"AVUS",motorway,"149.14459947784835",3
4546300,"AVUS",motorway,"27.736622130245337",3
8788060,"AVUS",motorway,"527.925300241572",3
8788062,"AVUS",motorway,"59.065080106776435",2
10755385,"AVUS",motorway,"72.44125895292949",3
35357724,"AVUS",motorway,"436.5339207302873",1
81629702,"AVUS",motorway,"350.39619701861227",3
81629713,"AVUS",motorway,"1751.843679908843",3
81629721,"AVUS",motorway,"92.31911301763313",3
81629730,"AVUS",motorway,"677.131147194171",3
